No,日期,到达人数,目的地,共乘序号,到达时间（验票时间）,上车时间,lng,lat,latlng,聚类分组
0,2018/4/20,1,新城市广场,1,9:52,10:18,104.057651,30.67383,"104.057651,30.67383",2
1,2018/4/20,1,太成宾馆,1,10:11,10:18,104.053237,30.646505,"104.053237,30.646505",2
2,2018/4/20,1,成都外双楠希尔顿欢朋酒店,2,11:03,11:14,103.994865,30.649418,"103.994865,30.649418",2
3,2018/4/20,1,西岸蒂景A座,3,11:13,11:39,104.053962,30.674086,"104.053962,30.674086",2
4,2018/4/20,1,7天酒店(成都春熙路盐市口店),4,12:40,12:55,104.078304,30.657437,"104.078304,30.657437",2
5,2018/4/20,1,禾嘉利好,4,12:31,12:55,104.084367,30.696078,"104.084367,30.696078",2
6,2018/4/20,1,成都盛铂仕丹酒店武侯祠店,5,13:18,13:46,104.01362,30.64666,"104.01362,30.64666",2
7,2018/4/20,4,成都中心世茂睿选尚品酒店,6,14:00,14:30,104.07665,30.65986,"104.07665,30.65986",2
8,2018/4/20,2,成都宽窄巷子希尔顿欢朋酒店,7,14:47,14:59,104.05283,30.68131,"104.05283,30.68131",2
9,2018/4/20,2,肖家河北街,8,15:48,15:59,104.042849,30.633738,"104.042849,30.633738",2
10,2018/4/20,1,成都东站,9,16:55,17:05,104.141625,30.62886,"104.141625,30.62886",2
11,2018/4/20,1,华西国际,10,17:16,17:36,104.058951,30.643685,"104.058951,30.643685",2
12,2018/4/20,2,首座万丽,11,17:29,17:58,104.066565,30.612248,"104.066565,30.612248",1
13,2018/4/20,4,何日君酒店(人南店),12,17:48,18:12,104.06642,30.624537,"104.06642,30.624537",2
14,2018/4/20,1,新品汉庭酒店成都天府广场盐市口店,13,19:58,20:23,104.06962,30.66015,"104.06962,30.66015",2
15,2018/4/20,2,成都印主题城市别墅酒店名流花园店,14,20:03,20:23,104.002619,30.653294,"104.002619,30.653294",2
16,2018/4/20,2,玉林会所（玉林店）,13,20:03,20:23,104.060474,30.62651,"104.060474,30.62651",2
17,2018/4/20,1,安逸酒店(成都西南财大地铁站店),14,20:18,20:23,104.077778,30.654769,"104.077778,30.654769",2
18,2018/4/20,1,汉庭酒店(宽窄巷子新店),15,20:47,21:07,104.053891,30.66818,"104.053891,30.66818",2
19,2018/4/20,1,成都埃菲尔国际酒店,15,20:49,21:07,104.027287,30.632327,"104.027287,30.632327",2
20,2018/4/20,1,天晴国际青年客栈,16,20:57,21:20,104.042952,30.654906,"104.042952,30.654906",2
21,2018/4/20,1,瑞升望江橡树林,16,21:10,21:20,104.091832,30.622495,"104.091832,30.622495",2
22,2018/4/20,1,成都东站东广场,17,21:22,21:46,104.143974,30.628064,"104.143974,30.628064",2
23,2018/4/20,1,维也纳酒店(成都春熙路天府广场地铁站店),17,21:34,21:46,104.065751,30.657453,"104.065751,30.657453",2
24,2018/4/20,1,成都万友睿柏云酒店,18,21:44,22:11,104.10337,30.60094,"104.10337,30.60094",1
25,2018/4/20,1,金茂光明城市,19,21:46,22:12,104.046359,30.527427,"104.046359,30.527427",1
26,2018/4/20,2,紫竹苑,18,21:54,22:11,104.05252,30.615756,"104.05252,30.615756",1
27,2018/4/20,1,cpe大楼,19,22:02,22:12,104.067368,30.545046,"104.067368,30.545046",1
28,2018/4/20,1,成都轩雅映月酒店,20,22:02,22:29,104.07553,30.652681,"104.07553,30.652681",2
29,2018/4/20,2,成都西门智选假日酒店-停车场,20,22:07,22:29,104.029866,30.636913,"104.029866,30.636913",2
30,2018/4/20,1,宽窄巷子,21,22:03,22:13,104.053617,30.663833,"104.053617,30.663833",2
31,2018/4/20,4,金河宾馆,20,22:20,22:29,104.056091,30.661776,"104.056091,30.661776",2
32,2018/4/20,1,如家快捷酒店成都春熙路太古里书院街站,22,22:19,22:39,104.07773,30.656547,"104.07773,30.656547",2
33,2018/4/20,4,成都芙蓉饭店,23,22:19,22:41,104.058902,30.670086,"104.058902,30.670086",2
34,2018/4/20,2,科甲大厦,23,22:29,22:41,104.079342,30.656251,"104.079342,30.656251",2
35,2018/4/20,2,成都尚锦和美春熙太古里酒店,24,22:44,23:06,104.08493,30.651925,"104.08493,30.651925",2
36,2018/4/20,1,成都高新实验中学新北校区,24,22:50,23:06,104.038652,30.603918,"104.038652,30.603918",1
37,2018/4/20,1,海滨铂雅酒店,24,22:54,23:06,104.103951,30.713386,"104.103951,30.713386",2
38,2018/4/20,1,金科一城,24,22:56,23:06,104.111817,30.711406,"104.111817,30.711406",2
39,2018/4/20,1,一号线火车北站地铁站,25,23:01,23:25,104.073972,30.695568,"104.073972,30.695568",2
40,2018/4/20,1,中国工商银行(天顺路支行),25,23:07,23:25,104.071246,30.591621,"104.071246,30.591621",1
41,2018/4/20,1,景茂城果,26,23:06,23:25,104.06927,30.52827,"104.06927,30.52827",1
42,2018/4/20,2,丽景华庭,27,23:13,23:36,104.015689,30.651247,"104.015689,30.651247",2
43,2018/4/20,1,世纪城,28,23:24,23:36,104.071362,30.556128,"104.071362,30.556128",1
44,2018/4/20,4,成都寓尊精品公寓,29,23:33,23:46,104.06899,30.66576,"104.06899,30.66576",2
45,2018/4/20,2,成都花园,30,23:44,0:08,104.011714,30.655637,"104.011714,30.655637",2
46,2018/4/20,1,南苑B区,31,23:46,0:11,104.05696,30.57472,"104.05696,30.57472",1
47,2018/4/20,1,成都瑞欣酒店,30,0:03,0:08,104.052029,30.675318,"104.052029,30.675318",2
48,2018/4/20,2,七天快捷主题公寓(成都东站店),32,0:03,0:12,104.14078,30.62881,"104.14078,30.62881",2
49,2018/4/20,1,智慧康城,33,0:08,0:25,104.046605,30.709158,"104.046605,30.709158",2
50,2018/4/20,1,桔子酒店精选(成都顺城店),33,0:11,0:25,104.072594,30.666769,"104.072594,30.666769",2
51,2018/4/20,2,百世酒店,33,0:18,0:25,104.086735,30.651399,"104.086735,30.651399",2
52,2018/4/20,1,华润幸福里,34,0:20,0:43,104.119337,30.610139,"104.119337,30.610139",1
53,2018/4/20,1,锦江之星酒店(成都金仙桥店),34,0:30,0:43,104.052196,30.67722,"104.052196,30.67722",2
54,2018/4/20,1,艺家风格酒店,35,0:25,0:48,104.011298,30.695041,"104.011298,30.695041",2
55,2018/4/20,1,华林南苑,36,0:42,1:09,104.139872,30.682812,"104.139872,30.682812",2
56,2018/4/20,1,东方广场,36,0:46,1:09,104.090021,30.647671,"104.090021,30.647671",2
57,2018/4/20,1,四川省社会科学院,36,0:46,1:09,104.041584,30.653032,"104.041584,30.653032",2
58,2018/4/20,1,成都索菲斯民族大酒店,37,0:52,1:10,104.045867,30.673148,"104.045867,30.673148",2
59,2018/4/20,1,如家精选酒店(太古里天祥街店),37,0:49,1:10,104.083726,30.653334,"104.083726,30.653334",2
60,2018/4/20,1,西门车站,37,0:49,1:10,104.0433,30.684417,"104.0433,30.684417",2
61,2018/4/20,1,成都现代城,38,1:11,1:26,104.048827,30.652994,"104.048827,30.652994",2
62,2018/4/20,1,圣沅汇景樱桃季,39,1:17,1:31,104.015558,30.642351,"104.015558,30.642351",2
63,2018/4/20,1,桔子酒店精选(成都环球中心店),39,1:22,1:31,104.086167,30.654578,"104.086167,30.654578",2
64,2018/4/20,1,清溪西路,39,1:21,1:31,104.022406,30.678537,"104.022406,30.678537",2
65,2018/4/20,1,三四五时尚,39,1:22,1:31,104.02472,30.62919,"104.02472,30.62919",2
66,2018/4/20,1,成都如客酒店,40,1:23,1:31,104.03712,30.63956,"104.03712,30.63956",2
67,2018/4/20,4,福兴苑,41,1:30,1:47,104.019548,30.694275,"104.019548,30.694275",2
68,2018/4/20,1,尊宝披萨意式休闲餐厅,41,1:28,1:50,104.078036,30.65792,"104.078036,30.65792",2
69,2018/4/20,1,成都初见精品公寓,42,1:36,1:46,104.08652,30.66134,"104.08652,30.66134",2
70,2018/4/20,2,锦江之星酒店(成都文殊坊店),42,1:32,1:46,104.072553,30.670975,"104.072553,30.670975",2
71,2018/4/20,2,家益欣城,43,1:34,1:58,104.051227,30.53137,"104.051227,30.53137",1
72,2018/4/20,2,如家快捷酒店(成都华西医大省体育馆地铁站店),44,1:38,1:57,104.06353,30.62944,"104.06353,30.62944",2
73,2018/4/20,1,净居寺,45,1:50,2:04,104.108307,30.622849,"104.108307,30.622849",2
74,2018/4/20,1,新品汉庭酒店成都科华北路四川大学店,45,1:54,2:04,104.077368,30.633977,"104.077368,30.633977",2
75,2018/4/20,1,成都东站,45,1:46,2:04,104.141625,30.62886,"104.141625,30.62886",2
76,2018/4/20,1,一环路东二段,46,2:07,2:20,104.101906,30.663195,"104.101906,30.663195",2
77,2018/4/20,1,高碑瑞苑,47,2:07,2:29,104.0052,30.627283,"104.0052,30.627283",2
78,2018/4/20,1,四威大厦,48,2:13,2:40,104.042138,30.684551,"104.042138,30.684551",2
79,2018/4/20,1,天香包点(天香店),48,2:17,2:40,104.058616,30.539705,"104.058616,30.539705",1
80,2018/4/20,1,白云花园,47,2:19,2:29,104.085828,30.607707,"104.085828,30.607707",1
81,2018/4/20,1,三四五时尚,49,2:19,2:39,104.02472,30.62919,"104.02472,30.62919",2
82,2018/4/20,1,茶店子,49,2:23,2:39,104.027434,30.697177,"104.027434,30.697177",2
83,2018/4/20,1,南馨苑,49,2:25,2:39,104.053627,30.612278,"104.053627,30.612278",1
84,2018/4/20,1,hewoo筑梦空间青年公寓(成都东站店),50,2:40,3:05,104.14078,30.62881,"104.14078,30.62881",2
85,2018/4/20,2,浅水半岛,50,2:40,3:05,104.106125,30.686346,"104.106125,30.686346",2
86,2018/4/20,1,徒行陌客青年旅舍(成都宽窄巷子店),51,2:51,3:04,104.048143,30.666185,"104.048143,30.666185",2
87,2018/4/20,1,武侯祠,,3:03,,104.048658,30.64542,"104.048658,30.64542",2
88,2018/4/20,1,西单商场,,3:04,,104.000441,30.674786,"104.000441,30.674786",2
89,2018/4/20,1,撒哈拉何兮青年空间,,3:01,,104.067413,30.643081,"104.067413,30.643081",2
90,2018/4/20,1,高笋塘站,,3:10,,104.090515,30.693499,"104.090515,30.693499",2
91,2018/4/21,1,首座万豪酒店,1,9:47,10:03,104.068868,30.586267,"104.068868,30.586267",1
92,2018/4/21,1,环球汇天誉蔚蓝,2,10:03,10:15,104.11275,30.6355,"104.11275,30.6355",2
93,2018/4/21,1,新世纪环球购物广场,3,10:40,11:06,104.063392,30.568751,"104.063392,30.568751",1
94,2018/4/21,2,紫东阳光一期,4,11:12,11:32,104.111194,30.646022,"104.111194,30.646022",2
95,2018/4/21,1,锦城宽窄精品主题服务公寓（原成都帽美宽窄精品体验公寓）,4,11:27,11:32,104.05983,30.675714,"104.05983,30.675714",2
96,2018/4/21,1,琉璃一街站,5,11:47,12:19,104.09588,30.60427,"104.09588,30.60427",1
97,2018/4/21,1,一路向北青年旅社,6,12:48,13:07,104.068665,30.653902,"104.068665,30.653902",2
98,2018/4/21,4,哈斯顿酒店,7,13:16,13:28,104.06972,30.66629,"104.06972,30.66629",2
99,2018/4/21,4,联森酒店(宽窄巷子店),8,13:31,13:56,104.04314,30.66856,"104.04314,30.66856",2
100,2018/4/21,2,春熙路南端步行街,9,14:26,14:49,104.078328,30.655385,"104.078328,30.655385",2
101,2018/4/21,2,蓉城云熙精品度假公寓,10,15:51,16:15,104.071335,30.669462,"104.071335,30.669462",2
102,2018/4/21,2,宽窄芙蓉精品度假公寓,11,15:56,16:15,104.048882,30.66893,"104.048882,30.66893",2
103,2018/4/21,2,宽窄芙蓉精品度假公寓,11,15:56,16:15,104.048882,30.66893,"104.048882,30.66893",2
104,2018/4/21,2,锦里小吃街,12,17:32,17:49,104.049882,30.647148,"104.049882,30.647148",2
105,2018/4/21,2,全季酒店(成都高新店),13,18:14,18:37,104.06613,30.54345,"104.06613,30.54345",1
106,2018/4/21,1,高地中心,14,18:50,19:15,104.104144,30.668813,"104.104144,30.668813",2
107,2018/4/21,1,天湖宾馆,15,19:24,19:36,104.065848,30.684508,"104.065848,30.684508",2
108,2018/4/21,4,新鸿社区,16,20:10,20:36,104.104019,30.660452,"104.104019,30.660452",2
109,2018/4/21,2,格兰威尔酒店(阳光地带东),17,20:18,20:39,104.017316,30.692503,"104.017316,30.692503",2
110,2018/4/21,1,成都馨乐庭城南服务公寓,18,20:30,20:56,104.066272,30.547026,"104.066272,30.547026",1
111,2018/4/21,1,慕和南道,19,20:39,21:24,104.050862,30.528037,"104.050862,30.528037",1
112,2018/4/21,1,成都瑞庭连锁酒店(晨辉二街店),20,21:10,21:28,104.10468,30.61234,"104.10468,30.61234",1
113,2018/4/21,1,泛悦国际,20,21:27,21:28,104.079355,30.613172,"104.079355,30.613172",1
114,2018/4/21,1,西二道街口,21,21:26,21:49,104.056079,30.672683,"104.056079,30.672683",2
115,2018/4/21,1,锦江宾馆,21,21:39,21:49,104.064678,30.648456,"104.064678,30.648456",2
116,2018/4/21,2,四川省地方税务局,22,21:49,22:15,104.075832,30.645017,"104.075832,30.645017",2
117,2018/4/21,1,阳光金沙,22,21:53,22:15,104.011355,30.69054,"104.011355,30.69054",2
118,2018/4/21,1,东客站,23,21:52,22:15,104.140903,30.622395,"104.140903,30.622395",2
119,2018/4/21,1,成都斑斓家民宿九眼桥店,23,22:02,22:15,104.092316,30.643276,"104.092316,30.643276",2
120,2018/4/21,2,西南交通大学(九里校区),24,22:59,23:14,104.053006,30.698733,"104.053006,30.698733",2
121,2018/4/21,1,康河郦景,25,23:04,23:31,104.02455,30.65046,"104.02455,30.65046",2
122,2018/4/21,1,神仙树大院,25,23:17,23:31,104.043296,30.616511,"104.043296,30.616511",1
123,2018/4/21,1,沙河堡医院,26,23:17,23:39,104.126436,30.617672,"104.126436,30.617672",1
124,2018/4/21,1,四川大学,27,23:41,0:04,104.085486,30.629794,"104.085486,30.629794",2
125,2018/4/21,1,锦洲花园,27,23:53,0:04,104.094935,30.62383,"104.094935,30.62383",2
126,2018/4/21,1,爱家馨城,28,23:55,0:17,104.028448,30.637489,"104.028448,30.637489",2
127,2018/4/21,1,康河郦景,28,23:57,0:17,104.02455,30.65046,"104.02455,30.65046",2
128,2018/4/21,1,伊丽特酒店,29,0:03,0:18,104.085958,30.694096,"104.085958,30.694096",2
129,2018/4/21,1,金茂假日,29,0:03,0:18,104.092627,30.643162,"104.092627,30.643162",2
130,2018/4/21,1,金茂假日,29,0:03,0:18,104.092627,30.643162,"104.092627,30.643162",2
131,2018/4/21,1,成都瑞思博雅酒店,28,0:10,0:17,104.055037,30.672764,"104.055037,30.672764",2
132,2018/4/21,1,成都站,29,0:12,0:18,104.073403,30.696772,"104.073403,30.696772",2
133,2018/4/21,1,太平园,30,0:22,0:39,104.018008,30.620858,"104.018008,30.620858",2
134,2018/4/21,1,成都希尔顿酒店,31,0:24,0:44,104.068142,30.549534,"104.068142,30.549534",1
135,2018/4/21,1,环球中心,31,0:25,,104.063117,30.568738,"104.063117,30.568738",1
136,2018/4/21,1,蓝光云鼎,30,0:25,0:39,104.027704,30.687387,"104.027704,30.687387",2
137,2018/4/21,1,锦江之星酒店(成都白果林地铁站店),32,0:46,1:08,104.032356,30.675341,"104.032356,30.675341",2
138,2018/4/21,2,泡桐树公寓,32,0:50,1:28,104.052431,30.665589,"104.052431,30.665589",2
139,2018/4/21,1,龙腾小区,33,1:16,1:37,104.015716,30.653256,"104.015716,30.653256",2
140,2018/4/21,1,成都轩雅映月酒店,34,1:17,1:35,104.07553,30.652681,"104.07553,30.652681",2
141,2018/4/21,2,福顺苑-西门,33,1:21,1:37,104.074221,30.703386,"104.074221,30.703386",2
142,2018/4/21,1,时代天骄,34,1:26,1:35,104.082825,30.672475,"104.082825,30.672475",2
143,2018/4/21,1,礼顿酒店,34,1:27,1:35,104.086725,30.66449,"104.086725,30.66449",2
144,2018/4/21,1,二环路西二段77号院,35,1:38,2:04,104.020704,30.671691,"104.020704,30.671691",2
145,2018/4/21,1,成都站,36,1:44,2:05,104.073403,30.696772,"104.073403,30.696772",2
146,2018/4/21,1,金楠国际,35,1:47,2:04,104.013507,30.633525,"104.013507,30.633525",2
147,2018/4/21,1,锦江之星酒店(成都春熙路王府井店),36,1:49,2:05,104.076291,30.654189,"104.076291,30.654189",2
148,2018/4/21,1,山水时尚酒店(九眼桥店),37,2:13,2:37,104.092476,30.643636,"104.092476,30.643636",2
149,2018/4/21,1,一品荷花,37,2:28,2:37,104.080588,30.696709,"104.080588,30.696709",2
150,2018/4/21,1,三环航天立交北内侧-公交车站,,2:43,,104.14103,30.61157,"104.14103,30.61157",1
151,2018/4/21,2,赛格广场,,2:46,,104.077502,30.665291,"104.077502,30.665291",2
152,2018/4/21,1,美城云庭,,2:49,,104.045195,30.534372,"104.045195,30.534372",1
153,2018/4/21,2,布丁酒店(成都一品天下蜀汉路东地铁站店),,2:51,,104.031433,30.683886,"104.031433,30.683886",2
154,2018/4/22,1,撒哈拉何兮青年空间,1,9:25,9:38,104.067413,30.643081,"104.067413,30.643081",2
155,2018/4/22,1,长发街,2,10:47,10:59,104.057933,30.666936,"104.057933,30.666936",2
156,2018/4/22,2,天府广场,3,9:52,10:19,104.06585,30.657361,"104.06585,30.657361",2
157,2018/4/22,2,隐庐巷上生活馆,2,10:38,10:59,104.035609,30.642981,"104.035609,30.642981",2
158,2018/4/22,1,祥宇宾馆(新南路店),4,11:29,11:55,104.076712,30.636895,"104.076712,30.636895",2
159,2018/4/22,1,新华国际,5,13:39,13:59,104.07217,30.66396,"104.07217,30.66396",2
161,2018/4/22,1,华润・紫云府,6,14:52,15:09,104.11787,30.646741,"104.11787,30.646741",2
162,2018/4/22,1,都市家园,7,14:08,14:31,104.102977,30.612111,"104.102977,30.612111",1
163,2018/4/22,2,天鹅湖公寓,8,15:45,16:04,104.07163,30.55617,"104.07163,30.55617",1
164,2018/4/22,1,景茂城果,9,16:38,17:04,104.068675,30.52775,"104.068675,30.52775",1
165,2018/4/22,1,四川大学,10,17:07,17:17,104.085486,30.629794,"104.085486,30.629794",2
166,2018/4/22,1,成都馨佳缘酒店公寓(宽窄巷子新城市广场店),10,16:57,17:17,104.05705,30.67429,"104.05705,30.67429",2
167,2018/4/22,2,富丽花园,11,17:47,17:58,104.073378,30.703406,"104.073378,30.703406",2
168,2018/4/22,4,成都远洋太古里,12,18:00,18:26,104.083736,30.652685,"104.083736,30.652685",2
169,2018/4/22,2,蓝天小区,12,18:10,17:26,104.079089,30.610808,"104.079089,30.610808",1
170,2018/4/22,1,美逸酒店,13,19:23,19:33,104.027023,30.623089,"104.027023,30.623089",2
171,2018/4/22,4,地方电力局,14,19:45,20:01,104.034164,30.666598,"104.034164,30.666598",2
172,2018/4/22,1,如家快捷酒店(成都电信路华西医大店),15,19:48,20:01,104.063073,30.638876,"104.063073,30.638876",2
173,2018/4/22,1,锦江之星酒店(成都杜甫草堂店),14,19:46,20:01,104.038291,30.655295,"104.038291,30.655295",2
174,2018/4/22,1,粼江峰阁,15,19:45,20:01,104.093238,30.63845,"104.093238,30.63845",2
175,2018/4/22,1,棕榈泉费尔蒙酒店,16,19:48,20:00,104.069811,30.554829,"104.069811,30.554829",1
176,2018/4/22,1,成都漫花园酒店,17,20:48,21:10,104.09826,30.62411,"104.09826,30.62411",2
177,2018/4/22,1,天合汇锦城,18,20:52,21:10,104.053746,30.557,"104.053746,30.557",1
178,2018/4/22,1,汉庭酒店(成都五大花园金雁路店),19,21:30,21:57,104.00132,30.6562,"104.00132,30.6562",2
179,2018/4/22,1,成都誉峰M4民宿,20,21:30,21:57,104.066541,30.572269,"104.066541,30.572269",1
180,2018/4/22,1,汉庭酒店(成都天府广场店),21,21:32,21:57,104.05955,30.658011,"104.05955,30.658011",2
181,2018/4/22,1,左岸精品公寓喜年店,21,21:37,21:57,104.082429,30.650054,"104.082429,30.650054",2
182,2018/4/22,1,赛云台北路7号院,22,21:54,22:20,104.068498,30.706548,"104.068498,30.706548",2
183,2018/4/22,2,正成财富,22,22:14,22:20,104.080583,30.660542,"104.080583,30.660542",2
184,2018/4/22,2,成华街九号院,23,22:19,22:33,104.076975,30.681597,"104.076975,30.681597",2
185,2018/4/22,2,成都太古里精品酒店公寓,23,22:19,21:33,104.083726,30.653334,"104.083726,30.653334",2
186,2018/4/22,2,金地金沙府邸,24,22:36,23:04,104.007164,30.696085,"104.007164,30.696085",2
187,2018/4/22,1,客道酒店,24,22:54,23:04,104.080489,30.642166,"104.080489,30.642166",2
188,2018/4/22,1,华润凤凰城3期,25,22:51,23:14,104.053193,30.554916,"104.053193,30.554916",1
189,2018/4/22,1,河滨丽苑,26,23:05,23:29,104.073225,30.710726,"104.073225,30.710726",2
190,2018/4/22,1,河滨雅苑,26,23:08,23:29,104.096109,30.62504,"104.096109,30.62504",2
191,2018/4/22,1,流星花园6栋,26,23:07,23:29,104.085582,30.651219,"104.085582,30.651219",2
192,2018/4/22,1,金茂・光明城市-2号门,27,23:16,23:42,104.048191,30.526502,"104.048191,30.526502",1
193,2018/4/22,1,上东1号3期,28,23:24,23:38,104.106853,30.71699,"104.106853,30.71699",2
194,2018/4/22,1,桐梓林壹号,29,23:24,23:43,104.056045,30.604285,"104.056045,30.604285",1
195,2018/4/22,1,誉峰东区,30,23:31,23:59,104.057467,30.584514,"104.057467,30.584514",1
196,2018/4/22,1,绿洲大酒店,31,23:37,0:00,104.074022,30.665473,"104.074022,30.665473",2
197,2018/4/22,1,苏坡立交,30,23:46,23:59,103.990469,30.673707,"103.990469,30.673707",2
198,2018/4/22,1,桂溪路中-公交车站,32,0:01,0:29,104.08042,30.603156,"104.08042,30.603156",1
199,2018/4/22,1,成都宜家民宿火车南站店,32,0:15,0:29,104.059318,30.60551,"104.059318,30.60551",1
200,2018/4/22,1,文翁华府,32,0:18,0:29,104.055026,30.654181,"104.055026,30.654181",2
201,2018/4/22,1,国际花园,33,0:20,0:34,104.086589,30.652515,"104.086589,30.652515",2
202,2018/4/22,1,汇城港湾,34,0:18,0:42,104.078517,30.546662,"104.078517,30.546662",1
203,2018/4/22,2,成都途家斯维登服务公寓阳光米娅店,35,0:23,0:42,104.093307,30.670317,"104.093307,30.670317",2
204,2018/4/22,1,成都东站,35,0:27,0:42,104.141625,30.62886,"104.141625,30.62886",2
205,2018/4/22,1,如家快捷酒店(成都春熙路步行街店),35,0:38,0:42,104.07773,30.656547,"104.07773,30.656547",2
206,2018/4/22,1,蜀都花园,36,0:48,1:04,104.103625,30.644821,"104.103625,30.644821",2
207,2018/4/22,1,如家快捷酒店(成都新鸿路店),36,0:47,1:04,104.104772,30.661888,"104.104772,30.661888",2
208,2018/4/22,1,西林巷22号,37,1:00,1:21,104.048806,30.682107,"104.048806,30.682107",2
209,2018/4/22,1,成都都丽酒店(武侯祠锦里店),36,0:55,1:04,104.060234,30.65363,"104.060234,30.65363",2
210,2018/4/22,1,绿地GIC一期,38,1:06,1:21,104.079936,30.618148,"104.079936,30.618148",1
211,2018/4/22,1,凤翔云庭,38,1:10,1:21,104.07732,30.72012,"104.07732,30.72012",2
212,2018/4/22,1,元度家居汇装饰有限公司(总部),38,1:15,1:21,104.04642,30.65154,"104.04642,30.65154",2
213,2018/4/22,1,那些时光精品公寓,39,1:29,1:55,104.0688,30.67258,"104.0688,30.67258",2
214,2018/4/22,2,新良大酒店(上东大街店),39,1:43,1:55,104.084775,30.648527,"104.084775,30.648527",2
215,2018/4/22,2,东通顺街26号,40,1:46,2:11,104.082383,30.669806,"104.082383,30.669806",2
216,2018/4/22,1,天晴国际青年客栈,41,1:46,2:11,104.042952,30.654906,"104.042952,30.654906",2
217,2018/4/22,1,佳年华 时代晶座,42,1:49,2:12,104.047631,30.543532,"104.047631,30.543532",1
218,2018/4/22,1,状元府邸（成都市金牛区同兴路1号）,41,1:55,2:11,104.02255,30.68526,"104.02255,30.68526",2
219,2018/4/22,1,保利星座,42,2:02,2:12,104.045238,30.545978,"104.045238,30.545978",1
220,2018/4/22,1,龙湖金楠时光,43,2:09,2:37,103.993341,30.649394,"103.993341,30.649394",2
221,2018/4/22,1,蜀郡,44,2:15,2:42,104.059342,30.529583,"104.059342,30.529583",1
222,2018/4/22,1,金贸光明城市,44,2:27,2:42,104.046359,30.527427,"104.046359,30.527427",1
